statefips,year,ajd_total,jdd_total,ajd_female,ajd_male,jdd_female,jdd_male,pop_total,pop_female,pop_male
21,2014,-11298,50705,-5396.055662952363,-3629.944472819567,21419.27037382126,22531.72908163071,4406906,2235831,2171075
22,2014,-8819,64058,-5779.46607118845,-4207.534054100513,28208.96643924713,31073.0317568779,4626040,2362258,2263782
23,2014,2739,18965,1290.192150115967,968.8078489303589,9316.388008117676,8782.612266540527,1328543,677601,650942
24,2014,-10310,83045,-4742.890351295471,-5638.109466552734,38699.41884803772,39543.58206176758,5925197,3054346,2870851
25,2014,-3506,94955,-4276.329090118408,-1841.670867919922,43041.67070770264,44680.32968139648,6715158,3460982,3254176
26,2014,-6677,117436,-1578.638680636883,-3008.360966205597,54909.01802098751,54215.97932648659,9914802,5045064,4869738
27,2014,-10620,67222,-4006.006105840206,-2448.99404540658,29343.30474710464,30765.6951713562,5414722,2724276,2690446
28,2014,-2838,26261,-1584.798125565052,-1851.201783001423,10381.41151356697,11239.58832836151,2989839,1536846,1452993
29,2014,-1975,77473,-2869.58343090862,-505.4164974689484,35009.32739603519,35376.67227208614,6042989,3079277,2963712
30,2014,-5334,12348,-898.2889633178711,-460.7109505832195,4812.529697299004,6198.470518827438,1014158,504489,509669
31,2014,1813,26507,1052.774503946304,1290.225274801254,11169.0523647964,11632.94872379303,1865813,937543,928270
32,2014,-12357,47396,-3149.131372570992,-3203.868911504745,20825.59180104733,22607.41018915176,2776956,1379061,1397895
33,2014,-13,18496,-124.2713379859924,-335.7285184860229,8822.800537109375,8695.199073791504,1327272,671812,655460
34,2014,2662,139734,-2331.571256637573,5364.571208953857,61549.38204956055,71730.61555480957,8857821,4538378,4319443
35,2014,1,27842,-479.6587188839912,-227.3414387702942,11708.29503273964,13606.70441412926,2092833,1056816,1036017
36,2014,-20009,290468,-10321.67551642656,-10767.32473683357,131813.6390266418,141683.3639183044,19626488,10110966,9515522
37,2014,-17430,126614,-5488.627633363008,-8440.371908724308,59529.31085848808,60536.6877913475,9846717,5050911,4795806
38,2014,-4025,14348,-2809.745361626148,-1413.254754304886,4270.991204530001,6449.008800983429,723149,353821,369328
39,2014,15169,166661,7264.809478700161,10647.18956208229,77187.85572433472,78490.14580535889,11579692,5914624,5665068
40,2014,-4204,51749,-714.1928347200155,-927.8071156442165,22453.59886783361,23558.40105509758,3853891,1944887,1909004
41,2014,-1700,53780,637.5362064838409,2230.463227532804,24840.21383285522,26479.78604221344,3924110,1982002,1942108
42,2014,-5151,173399,-2794.11930462718,-1065.881154298782,79468.05467891693,81291.94680690765,12779538,6532794,6246744
44,2014,-200,12864,-88.35557556152344,118.355563223362,5859.14421081543,6556.855499267578,1055560,544135,511425
45,2014,-6886,50503,-2405.803677678108,-3226.19662463665,23064.98597705364,24919.01478385925,4766469,2450408,2316061
46,2014,1030,12297,170.6945784986019,-122.6945935487747,4822.839019715786,4348.16081404686,842751,418793,423958
47,2014,-11655,80784,-1467.663405179977,-1204.337037269026,36960.22423177958,38029.77577996254,6496943,3329087,3167856
48,2014,-62668,389577,-28580.13642525673,-27443.86545695364,172125.0756319761,192811.9273467064,26479646,13337529,13142117
49,2014,-13669,42062,-7343.640536308289,-6686.359501838684,18108.93673700094,20815.06302261353,2898773,1441058,1457715
50,2014,8372,16467,4666.808702528477,3369.19175863266,8511.431017875671,7038.568929195404,626603,317406,309197
51,2014,-8253,119851,-5271.288621857762,-2977.711371958256,54083.23170161247,54568.76960468292,8255861,4197755,4058106
53,2014,-5490,94615,-2975.668553140014,-2333.331646502018,41498.42088568211,40853.57909536362,6966252,3490939,3475313
54,2014,5471,23589,1432.415478289127,2064.584463059902,9029.576122492552,10665.42343151569,1854768,938312,916456
55,2014,1034,67531,177.4550968408585,2376.544987082481,31172.90187354386,31755.09756183624,5738012,2888446,2849566
56,2014,-2060,8126,-194.5586843490601,-224.4413080215454,3340.961039066315,4080.038877010345,582620,285118,297502
72,2014,0,0,0,0,0,0,0,0,0
,2014,0,0,0,0,0,0,0,0,0
0,2015,0,0,0,0,0,0,0,0,0
1,2015,-11924,47210,-5210.671880841255,-5259.327995836735,21075.68600106239,22410.31346750259,4843737,2495725,2348012
2,2015,-4216,8727,-970.2624642848969,-912.73755890131,3850.319406569004,3817.680614709854,737075,351081,385994
4,2015,-25319,86416,-14266.7399187088,-10675.26098442078,38846.85877227783,42418.1411895752,6732873,3385557,3347316
5,2015,-3752,31280,-2632.779866755009,-2023.220094770193,12794.09244143963,13371.90763449669,2968759,1510809,1457950
6,2015,-92913,552548,-52036.27512311935,-48671.72292077541,234426.2465953827,276075.7704582214,38586706,19422017,19164689
8,2015,-26847,81321,-12647.00714898109,-10620.9923119545,36779.28761285543,39832.71142697334,5352637,2665581,2687056
9,2015,-234,50011,976.1447639465332,794.8549671173096,25052.29534912109,23441.70303344727,3595697,1842252,1753445
10,2015,220,15144,-1298.202850341797,-816.7972717285156,6539.645141601563,5763.355346679688,933131,481448,451683
11,2015,-5668,14552,-3145.173095703125,-3431.826904296875,6672.82470703125,6655.17578125,663603,348388,315215
12,2015,-71642,326078,-36117.24597945809,-33865.75996434689,146384.4443801045,163980.5592460632,19853880,10146227,9707653
13,2015,-192,145862,-262.4894972518086,2675.489223867655,65952.10687744617,69751.89394682646,10071204,5162257,4908947
15,2015,-7493,15003,-3616.258924484253,-3804.741226196289,6924.491912841797,7194.507659912109,1415335,704261,711074
16,2015,-389,22359,-2496.891037968919,-915.1088374853134,7981.178711533546,9032.821882486343,1632248,814428,817820
17,2015,-46452,181256,-25473.4102152288,-15412.59299954772,81164.91970646381,89788.08268511295,12885092,6560509,6324583
18,2015,-10686,74675,-7703.629394352436,-4086.370447456837,32552.97247430682,35006.02604103088,6596019,3346640,3249379
19,2015,-4014,32436,-1512.689130887389,-1196.310792595148,14218.69453135133,14125.30482506752,3110643,1565894,1544749
20,2015,-5432,41519,6.726790651679039,-1912.727098315954,18887.04687747359,18083.95334148407,2901861,1456819,1445042
21,2015,-18530,47560,-8141.986451551318,-5577.014313340187,20103.31570166349,20523.68442726135,4416992,2241404,2175588
22,2015,983,68495,2713.824115514755,3280.17594230175,30079.35388320684,34358.64603853226,4645938,2372375,2273563
23,2015,-6453,14208,-2947.850727558136,-2265.149032026529,6730.994499206543,6718.005268096924,1331217,679271,651946
24,2015,-7035,71008,-4246.222054839134,-2216.778538942337,31342.69045639038,35018.30966186523,5960064,3072502,2887562
25,2015,-19746,85837,-12470.02554416656,-7044.974442481995,39727.6107711792,41980.38812255859,6764864,3484994,3279870
26,2015,-7373,115213,-4553.633330717683,-3191.366804242134,53736.12366956472,53731.87955904007,9932033,5050975,4881058
27,2015,-13281,66414,-7530.955700546503,-3053.044535160065,29927.11210507154,31360.88763701916,5452665,2742170,2710495
28,2015,-4342,26020,-2050.618879497051,-2575.381006896496,10635.61379361153,11805.38650345802,2991892,1538890,1453002
29,2015,-15656,68401,-9578.245167188346,-5552.755268141627,31381.85413873196,30806.14565837383,6059130,3086784,2972346
30,2015,1102,14954,-1396.706639803946,-868.2934831380844,4408.211621403694,5037.788520336151,1022657,508360,514297
31,2015,-2080,22432,-939.4489060714841,-1067.551146566868,9729.371212035418,9886.629397511482,1879955,943774,936181
32,2015,-4356,45802,-2980.667596936226,-3881.332331418991,18926.39502263069,19927.60392832756,2818935,1401290,1417645
33,2015,-8424,16266,-4816.268967628479,-3067.731605172157,8014.779022216797,7736.221122741699,1334257,674573,659684
34,2015,-14989,128245,-6208.748394012451,-5108.250001907349,56450.32955932617,64680.67071533203,8867277,4541269,4326008
35,2015,-18239,20880,-7774.157066762447,-10360.84337210655,9593.107116699219,10145.8927526474,2090236,1055167,1035069
36,2015,-71881,280273,-39611.57102751732,-30773.42893096805,127126.5936336517,137462.4082431793,19653431,10122684,9530747
37,2015,-1974,124332,-2869.170585632324,527.1707536578178,56327.00589036942,59865.99283719063,9937295,5099723,4837572
38,2015,-6623,11285,-2551.365190297365,-3697.634678125381,4028.56063041091,5186.439289808273,738736,360130,378606
39,2015,-29919,128279,-12670.2145069167,-13947.78530880809,61654.45736885071,58362.54305744171,11606573,5925788,5680785
40,2015,1134,56647,2431.771098673344,242.2292610406876,26439.1964546144,25807.8037853241,3879187,1957329,1921858
41,2015,-8338,48371,-5632.182231515646,-6962.817410036922,20305.05745172501,20503.94289636612,3965447,2002391,1963056
42,2015,-22229,156080,-9424.186709403992,-8998.813214354217,72541.32815170288,75091.67156791687,12792392,6536769,6255623
44,2015,-5184,12153,-2773.883346825838,-2143.116779327393,6341.949829101563,5453.049987792969,1056511,544071,512440
45,2015,-13954,47398,-5585.800967812538,-7583.198862910271,21292.65610289574,21971.34396576881,4826858,2482344,2344514
46,2015,-2139,8995,-665.8752184510231,-500.1248728632927,3606.038990259171,3633.961230278015,849670,421923,427747
47,2015,-13807,76679,-6901.855326235294,-6746.144435316324,34176.41126024723,33148.58907902241,6544617,3352533,3192084
48,2015,-84559,395317,-46472.51178092323,-39842.48740644567,171520.6438943148,188329.3665919304,26963092,13577164,13385928
49,2015,-16353,38361,-7563.040259689093,-8239.959593057632,16454.01536643505,19290.98566627502,2938327,1460537,1477790
50,2015,665,8081,-92.49571681022644,7.495727300643921,3186.486266136169,3443.513714790344,625693,316922,308771
51,2015,-18206,109176,-9256.757336974144,-7085.242179602385,50065.26497983932,48296.7359688282,8315430,4226409,4089021
53,2015,-14204,80289,-11277.28384375572,-10726.71539133042,32964.96520853043,33528.0331659317,7057531,3533298,3524233
54,2015,-179,20359,-1639.557697951794,181.5577632188797,6366.431772232056,7803.568245410919,1850569,936287,914282
55,2015,-12627,58966,-6111.703418597579,-4178.296312771738,26992.93223524094,27325.06894779205,5753199,2895122,2858077
56,2015,-614,7827,-935.5999614596367,-1033.400105953217,2487.934141635895,3134.065896034241,583159,285404,297755
72,2015,0,0,0,0,0,0,0,0,0
,2015,0,0,0,0,0,0,0,0,0
0,2016,0,0,0,0,0,0,0,0,0
1,2016,-12522,51188,-6739.725375533104,-6152.274784326553,21810.31261575222,24109.6872792244,4854803,2501997,2352806
2,2016,980,11447,-491.1439644247293,1703.144315242767,4313.79647141695,6122.20433807373,738430,351714,386716
4,2016,-22073,88196,-11093.24776744843,-8019.753766059875,39687.11436653137,45627.88825798035,6832810,3435368,3397442
5,2016,-4496,33808,-2851.522061705589,-1657.478126108646,14655.16489243507,14830.83458018303,2979732,1515816,1463916
6,2016,-116901,552214,-58018.04240006208,-51906.96292304993,241976.1694563627,288119.8382415771,38904296,19575981,19328315
8,2016,-19758,89219,-7666.561648011208,-7793.438169360161,39878.18918693066,43862.81079363823,5454328,2713032,2741296
9,2016,-9151,47603,-6921.273597717285,-2695.725937366486,22304.16717529297,22236.83514404297,3588561,1838202,1750359
10,2016,-923,16604,-427.3724060058594,-284.6274490356445,9012.694702148438,7058.305786132813,942065,486044,456021
11,2016,-8215,18669,-4925.34423828125,-2949.65576171875,9269.232421875,8935.7685546875,677014,355848,321166
12,2016,-70715,329535,-32417.90356206894,-32627.09510827065,147604.401198864,163951.5968618393,20219111,10330862,9888249
13,2016,-37622,139709,-15977.95683157444,-13968.04290536046,63600.57723033428,65450.42417824268,10183353,5222914,4960439
15,2016,-314,16891,-498.6093254089355,-447.3906860351563,7375.712524414063,8457.286804199219,1422999,707788,715211
16,2016,-618,21561,-420.3181085586548,-598.6818152368069,9971.261235296726,9149.738650083542,1652495,824601,827894
17,2016,20110,220170,14690.75114953518,7956.25029695034,108705.7687539458,100633.2367558479,12859585,6545496,6314089
18,2016,-23524,73491,-14189.92597660422,-5451.074011683464,33664.65692782402,34557.34298753738,6611442,3353205,3258237
19,2016,-6289,35524,-2664.832476824522,-1884.167423561215,15552.56538143754,14297.43482136726,3122541,1570465,1552076
20,2016,-11935,37209,-5810.932823866606,-5342.067673221231,16711.1928203702,15728.80757665634,2910717,1460522,1450195
21,2016,-10938,46003,-5775.844159372151,-4021.155644260347,19029.92613255978,19690.07372784615,4429126,2246861,2182265
22,2016,-19556,54691,-10302.61919271946,-6857.380725800991,23976.84306144714,27398.15730857849,4666998,2383171,2283827
23,2016,927,17900,764.0307513773441,-73.03086566925049,8301.980293273926,8239.019546508789,1329098,678342,650756
24,2016,-11533,78755,-6028.011811733246,-4778.987617969513,36400.63936805725,38982.35911178589,5988528,3086658,2901870
25,2016,-22800,91180,-10330.72544145584,-9084.274789810181,43956.84455490112,43163.15673828125,6797484,3501089,3296395
26,2016,-38018,109436,-17637.95499333739,-15235.04395423457,51267.15885233879,50576.84083652496,9934483,5048777,4885706
27,2016,-16239,71986,-7446.072468236089,-3819.927687287331,32384.96701341867,33898.0337857008,5484002,2755982,2728020
28,2016,-14210,26500,-5458.370828390121,-8481.629141747952,10724.48489397764,11212.51535212994,2990231,1539560,1450671
29,2016,-23183,81171,-14167.17656046152,-6255.823710147291,39378.27486649156,35723.72480386496,6075411,3094077,2981334
30,2016,-3189,12276,-1128.150012031198,-1357.850044637918,4960.350915402174,5726.648780584335,1031495,512294,519201
31,2016,-6463,22495,-3952.424566060305,-2316.57552587986,8927.360694348812,9563.638733267784,1892059,949042,943017
32,2016,-25979,40178,-10084.60188293457,-11395.39818668365,17785.49356269836,19264.50550460815,2868531,1427439,1441092
33,2016,-3348,15008,-1790.79457950592,-1020.205471038818,6861.644569396973,7378.35530090332,1337480,675463,662017
34,2016,-14997,147774,-9537.121519088745,-4593.880409240723,65865.31829833984,76308.68597412109,8870312,4542433,4327879
35,2016,-8173,19727,-3272.891020059586,-3812.108751773834,8755.638184845448,9777.362246274948,2090071,1055341,1034730
36,2016,-54568,297478,-29625.62249153852,-18824.37828910351,135656.8417682648,148663.1594161987,19657321,10121136,9536185
37,2016,-29516,118496,-16342.83560657501,-13298.1640175581,53807.62972384691,56130.36848855019,10037218,5150065,4887153
38,2016,-6602,10636,-3020.218449234962,-3411.781728744507,3643.813189536333,4985.186684131622,755537,367405,388132
39,2016,-19741,146348,-3907.108081459999,-6447.892581164837,70603.4275893569,66439.57199525833,11622315,5931200,5691115
40,2016,-4736,53911,-3548.77427816391,349.7749285399914,22711.21632894874,26985.78467929363,3910518,1972948,1937570
41,2016,-14375,49607,-6564.24633026123,-5911.753702022135,23508.11583709717,23561.88385486603,4018542,2028279,1990263
42,2016,-27697,177489,-17862.40226864815,-13240.59930086136,80465.27833127975,81613.72112798691,12789838,6531011,6258827
44,2016,-987,12474,-541.9524307250977,-401.0475273132324,6118.071006774902,5929.929733276367,1056886,543623,513263
45,2016,-15477,55989,-6434.857705190778,-6271.142777234316,25478.66907024384,27732.33002996445,4896006,2518205,2377801
46,2016,-1151,9810,-1153.157968521118,-682.841920375824,3636.539647102356,3678.460532665253,854663,424080,430583
47,2016,-20864,80435,-11868.07807388902,-7945.920499444008,35575.98979818821,37526.00864815712,6595354,3378397,3216957
48,2016,-117367,397042,-53579.1986701414,-54773.79944346845,173926.9329577088,197763.0691461563,27468531,13825817,13642714
49,2016,-18947,40583,-8864.242570281029,-7996.757484436035,17190.88130438328,21164.1204046011,2983626,1482384,1501242
50,2016,-1430,6887,-1130.562569968402,-736.4374768733978,2707.752293586731,3244.247599601746,625810,316830,308980
51,2016,-26891,112541,-15785.44394664466,-7899.556368947029,51065.8316732645,50002.16867828369,8367303,4250855,4116448
53,2016,-35401,78617,-16794.74273909628,-12071.25716301799,37078.90116858482,38080.10096168518,7167287,3586587,3580700
54,2016,630,18469,-328.7711133658886,498.7709618210793,6443.349196791649,8182.650688409805,1843332,931825,911507
55,2016,-15709,61882,-6748.360688507557,-7347.639761030674,29214.98528623581,28855.01504087448,5762927,2898414,2864513
56,2016,-1819,7581,-1217.78328371048,-494.2166889607906,2848.079160928726,3645.920834064484,586389,286706,299683
72,2016,0,0,0,0,0,0,0,0,0
,2016,0,0,0,0,0,0,0,0,0
0,2017,0,0,0,0,0,0,0,0,0
1,2017,-20922,45142,-10152.29341012239,-9677.706689953804,21301.78676629066,19654.21350502968,4866824,2509613,2357211
2,2017,-1151,10663,-661.5497401952744,-877.4503494501114,4910.153930664063,4440.846640586853,742575,353943,388632
4,2017,-30578,97773,-16954.00082683563,-13150.99421358109,42743.10182189941,48862.90161132813,6944767,3492446,3452321
5,2017,-10249,30986,-5153.847216576338,-4345.15294700861,13249.26038742065,12987.73970365524,2991815,1521849,1469966
6,2017,-9832,641269,-10665.61145174503,4155.614462375641,281912.7540826797,335606.2554607391,39149186,19696031,19453155
8,2017,-33504,85108,-14735.97953253984,-15038.02117346972,38537.56484267116,42143.43316721916,5543844,2755067,2788777
9,2017,-23448,41739,-12984.43647766113,-9906.564468383789,20521.7592010498,19394.24005126953,3579830,1833898,1745932
10,2017,-4679,11897,-2212.559234619141,-2714.440368652344,5885.59033203125,5279.409790039063,949989,490492,459497
11,2017,-7795,12442,-3350.724609375,-3912.276123046875,6369.43017578125,5760.56982421875,687576,361065,326511
12,2017,-90786,314567,-41640.0505822897,-43434.94791221619,140363.5357410908,163405.4629068375,20627237,10540185,10087052
13,2017,-41361,128844,-17949.21742919832,-16760.78270982206,58647.15302288532,58605.84622311592,10308442,5290447,5017995
15,2017,-5739,13370,-2266.233303070068,-3269.766372680664,6167.152679443359,6476.847717285156,1428885,710710,718175
16,2017,-5575,17661,-2547.072386085987,-2772.927624642849,8037.436292171478,7816.563723325729,1684036,840378,843658
17,2017,-50819,160451,-22541.15026172996,-23655.85090449452,73868.87556409836,74911.11959815025,12821709,6523873,6297836
18,2017,-30634,67616,-15322.38154944777,-13244.6184502542,30044.40589284897,31373.59445428848,6637898,3366051,3271847
19,2017,-8458,31452,-4129.53242778033,-3889.467662662268,13147.62707853317,12406.37265151739,3133210,1575193,1558017
20,2017,-1743,43644,-940.68659748137,592.6868413686752,18817.82661929727,19996.1739231348,2912977,1461643,1451334
21,2017,-11485,46703,-6016.193876892328,-6117.8060920313,19327.87910187244,19503.12157404423,4440306,2253107,2187199
22,2017,-15385,56108,-8544.013018652797,-5363.98731303215,23592.67578697205,28322.32390069962,4681346,2392011,2289335
23,2017,-3939,15283,-848.0090503692627,-1895.991003274918,7453.019020080566,7149.980895996094,1332348,680027,652321
24,2017,-16002,68280,-7045.784225463867,-8842.215604782104,32155.20268630981,32209.79736328125,6007014,3095485,2911529
25,2017,-22199,82945,-9748.490386962891,-9414.509564936161,38797.48254776001,40070.51818847656,6827280,3515076,3312204
26,2017,-24388,111676,-12775.30629697442,-9484.693563699722,52003.28285783529,53165.7172627449,9954117,5055467,4898650
27,2017,-16624,82163,-13501.75216317736,-10982.24706330895,32602.24460244179,33160.75535058975,5525360,2775344,2750016
28,2017,-7596,25780,-3598.75522056967,-3972.244615852833,10024.06215620041,11274.93762969971,2990595,1540132,1450463
29,2017,-11917,84797,254.0311556607485,-6218.031507909298,42793.56303042173,33409.43354696035,6091384,3101501,2989883
30,2017,-4310,11684,-2453.028217166662,-1931.971870481968,4349.301868289709,4918.698225498199,1042137,517417,524720
31,2017,-5668,21608,-2368.673563614488,-2259.326473891735,9195.507123410702,9228.493475079536,1906483,955739,950744
32,2017,-11581,44772,-5537.288811802864,-5894.711968421936,20065.91664958,22209.08457040787,2919555,1453771,1465784
33,2017,-5595,13010,-2336.505891561508,-2800.49419593811,5874.588844299316,6263.410991668701,1343694,678325,665369
34,2017,-15778,131386,-7357.232449054718,-8392.766149520874,59178.96224975586,64647.04257202148,8873584,4541709,4331875
35,2017,-3546,21381,-1821.520439147949,-1708.479539871216,8848.366498947144,10673.63301753998,2092555,1056516,1036039
36,2017,-15188,306123,-8974.158786296844,-5453.843386784196,136549.1352162361,151722.8642864227,19636391,10104957,9531434
37,2017,-40957,111418,-19700.10314849019,-17889.89607399702,48624.59556311369,55651.40433931351,10161802,5215042,4946760
38,2017,-1860,10579,-1271.65595690906,-287.3440865278244,3459.801053643227,5365.198946118355,756114,368008,388106
39,2017,-35100,129055,-17076.09156683087,-15407.90656018257,60382.34879863262,58714.65129375458,11640060,5937561,5702499
40,2017,-12199,44729,-6505.392389625311,-4652.607994198799,19461.55285900831,20945.44746565819,3928143,1982104,1946039
41,2017,-12702,47574,-6306.920430123806,-5421.079512178898,22616.01743674278,23085.98237705231,4093271,2065178,2028093
42,2017,-38209,151608,-20978.77815765142,-13207.22291082144,66588.86213779449,75953.13337039948,12788468,6527015,6261453
44,2017,-4398,11616,-1451.590675354004,-2440.409423828125,5311.805313110352,5541.194137573242,1057816,543662,514154
45,2017,-28995,46352,-12545.04172754288,-14406.95808839798,21072.1259958744,21967.87426233292,4963031,2553825,2409206
46,2017,-3244,7498,-1244.863892301917,-1124.136073827744,2791.894474327564,2846.105449914932,863693,428212,435481
47,2017,-32133,66983,-14648.50736147165,-14251.49283915758,29390.16738519073,30224.83215785027,6651277,3406813,3244464
48,2017,-144268,361480,-71602.47768762708,-64809.51903437078,161752.7225600779,177048.2647061348,27914064,14048837,13865227
49,2017,-11732,41932,-5677.729858696461,-6481.270017430186,18565.0913002491,20279.90835809708,3044241,1511904,1532337
50,2017,130,6939,347.553970515728,-177.5539779663086,3198.271730661392,3152.728345870972,624366,316042,308324
51,2017,-36820,94454,-19045.50267839432,-17424.49715057015,41853.73879337311,41698.26160871983,8417651,4276468,4141183
53,2017,-24322,86772,-9816.442378878593,-12964.55806906521,41889.57227993011,40749.42584705353,7299961,3650092,3649869
54,2017,-379,18046,-977.7327516525984,-170.2672967910767,6136.029597938061,8837.970431089401,1832435,926025,906410
55,2017,-23347,65696,-10534.69061022997,-11818.30943357944,30763.15916347504,28471.84105443954,5775170,2903515,2871655
56,2017,145,9511,-285.6362013816833,213.6362460255623,3834.881492853165,4850.118559837341,585243,286291,298952
72,2017,0,0,0,0,0,0,0,0,0
,2017,0,0,0,0,0,0,0,0,0
0,2018,0,0,0,0,0,0,0,0,0
1,2018,6495,61304,5453.313456766307,1642.686072587967,28987.37556111813,27043.62456476688,4877989,2517486,2360503
2,2018,3419,11854,1248.599775969982,1785.400234341621,5212.33508759737,5507.66482925415,740983,353997,386986
4,2018,-4825,109989,2682.242354393005,-4600.241924285889,54183.60618114471,52571.39690589905,7048088,3545316,3502772
5,2018,-4064,36264,-1729.194219425321,-580.8059036135674,15773.36657071114,15725.63368010521,3003855,1527948,1475907
6,2018,-43546,626725,-12830.50656026602,-18357.49455869198,280603.2196135223,321509.7821755409,39337785,19783962,19553823
8,2018,-12459,106600,-6253.550950616598,-4383.447909295559,46810.91824936867,50763.08126163483,5617421,2789649,2827772
9,2018,12597,72406,8028.313438415527,5139.686790466309,37738.90979003906,30810.09020996094,3575324,1831503,1743821
10,2018,200,17593,500.4112854003906,167.5887756347656,8712.361694335938,7915.637939453125,957942,494606,463336
11,2018,-1063,17576,-531.2295532226563,-547.7703857421875,8326.576171875,8284.4228515625,697079,366336,330743
12,2018,2903,379794,4179.653058052063,1029.34745234251,174317.4933979511,190714.5094356537,20977089,10720663,10256426
13,2018,-23676,157332,-12645.07131614536,-14546.92966834456,69825.29253512621,71393.70383214951,10417031,5349075,5067956
15,2018,-11718,15825,-6134.736991882324,-5467.261936187744,6636.255493164063,8236.743927001953,1425763,710227,715536
16,2018,-4528,22602,-956.7731652259827,-1732.226860046387,10049.7784486413,9483.222331404686,1719745,858030,861715
17,2018,20652,227258,11606.16030976176,6649.839249521494,103997.8968183994,105097.1077330112,12779893,6501339,6278554
18,2018,-4099,89256,224.6017863452435,-1107.601636230946,41118.48111081123,41992.51985144615,6662068,3378096,3283972
19,2018,2815,40689,1578.156737059355,497.8429884463549,18268.92758724093,15989.07271432877,3143734,1579862,1563872
20,2018,-1440,44869,-36.97065801173449,-2423.029496565461,19235.44244942069,18594.55776023865,2910892,1460476,1450416
21,2018,3902,65339,4190.932533681393,3863.068214535713,28987.67302140594,28141.32728922367,4455590,2260311,2195279
22,2018,3022,63291,-53.76866198331118,1093.768708348274,26621.37660810351,30067.62420523167,4673673,2390634,2283039
23,2018,2628,18020,1953.029892921448,1507.970100402832,8473.186154842377,8651.813753128052,1335743,681559,654184
24,2018,5907,90992,3784.926604986191,2604.073593825102,42821.72784519196,43010.27194213867,6028186,3106751,2921435
25,2018,-4738,109143,-1676.519702911377,-3189.480663299561,53132.682472229,50033.31685638428,6863560,3532606,3330954
26,2018,16488,143195,10124.31826844811,6135.681936085224,67999.89206552505,65501.11156082153,9976752,5064544,4912208
27,2018,-11754,88429,-3820.503170385957,-6073.495841056108,41689.1313470006,39127.87072610855,5569283,2796520,2772763
28,2018,2565,33300,1566.066553592682,-156.0663009881973,14410.36102342606,13848.63900947571,2990674,1539672,1451002
29,2018,-3798,95883,-1285.005002096295,289.004539206624,45530.5373159647,41807.46226447821,6111382,3111381,3000001
30,2018,714,14516,-210.1569798067212,-102.8430669307709,5602.297496259212,6427.702517986298,1053862,523400,530462
31,2018,3762,32120,1963.624803982675,2357.374776422977,14428.05691471696,13602.94318699837,1916998,960422,956576
32,2018,-4178,49069,-2501.857107073069,-1145.14254963398,21763.0930018425,24054.90907669067,2972097,1480860,1491237
33,2018,-2179,17332,-1504.75535774231,-595.2444829940796,8145.020111083984,8455.979309082031,1350395,681670,668725
34,2018,-21287,146162,-5058.102607727051,-6525.897148132324,67106.47341918945,72693.52754211426,8888147,4547537,4340610
35,2018,490,23584,-517.5638732910156,34.56388425827026,10171.08589673042,11285.91432595253,2092844,1056754,1036090
36,2018,16435,349672,2096.835131525993,6112.164405971766,154717.5499429703,168156.4458694458,19593849,10080806,9513043
37,2018,-17021,131767,-6168.306001447141,-7936.693866617978,61511.76841521263,61927.23058223724,10275758,5274812,5000946
38,2018,1708,14385,262.0985766947269,270.9013292789459,5737.525560289621,6245.474320173264,756755,369032,387723
39,2018,22671,191661,14914.35782645643,9683.642309725285,93688.02320861816,85108.97657728195,11665706,5949075,5716631
40,2018,-2031,55340,-1171.133159104735,-1295.866944365203,24428.67544960976,25471.32530856133,3933602,1984912,1948690
41,2018,-7921,54854,-2899.062435150146,-3561.937679082155,25579.19389760494,25900.80668449402,4147294,2091485,2055809
42,2018,5002,185769,742.036670923233,617.9628670215607,85641.80777072906,87541.19090080261,12794679,6528507,6266172
44,2018,233,14114,277.6806869506836,-278.6808090209961,6908.524169921875,6585.476165771484,1056554,542884,513670
45,2018,-5411,61988,-3421.33788049221,-2809.662246823311,27769.82263088226,29559.1780872345,5027102,2588374,2438728
46,2018,21,11729,-165.2427433326375,327.2427263855934,4708.257152199745,4621.742901682854,873732,432891,440841
47,2018,-1147,99898,280.7427710592747,632.2572693228722,45516.86651343107,45149.13321018219,6714748,3438006,3276742
48,2018,-76722,450672,-35685.17738790065,-35677.82246461511,201363.7499978542,216147.2431716919,28291024,14238026,14052998
49,2018,-7920,47500,-3697.698491334915,-3097.30149269104,20831.59160518646,24103.4087934494,3103540,1540562,1562978
50,2018,654,8687,-1.307666718959808,-98.69236087799072,3725.988742828369,3586.011364936829,625132,316438,308694
51,2018,7271,124641,3830.659967005253,697.3404640555382,59172.0890122354,54077.91070723534,8471011,4302531,4168480
53,2018,-6681,93972,817.1719824671745,-3541.17273581028,46288.8587064147,43283.14428186417,7427951,3712553,3715398
54,2018,3043,19021,1058.553826451302,495.4461886882782,8219.992827534676,7887.006958246231,1818683,918498,900185
55,2018,-2961,79536,-2892.275188535452,775.2747077941895,37919.94583511353,36094.05305242538,5793147,2911984,2881163
56,2018,2467,11392,734.9696573615074,1301.030215010047,4754.463968276978,5803.535578727722,579994,284115,295879
72,2018,0,0,0,0,0,0,0,0,0
,2018,0,0,0,0,0,0,0,0,0
0,2019,0,0,0,0,0,0,0,0,0
1,2019,-3644,49920,-707.7883030772209,-2256.211631327868,22815.20807504654,22293.79202127457,4891628,2526183,2365445
2,2019,1826,8693,684.9713101387024,635.0286741256714,3651.38210195303,3391.617589473724,736624,352320,384304
