statefips,year,ajd_total,jdd_total,ajd_female,ajd_male,jdd_female,jdd_male,pop_total,pop_female,pop_male
22,2006,13330,87183,-906.7532403767109,13840.75173473358,32603.62876701355,50107.37047421932,4411396,2263201,2148195
23,2006,-3331,17777,-1584.316512107849,-1801.683463573456,7837.952758789063,9024.047508239746,1318787,674104,644683
24,2006,-15556,94658,-5337.940486550331,-8700.058515548706,44483.24362945557,46795.75458526611,5592379,2891761,2700618
25,2006,-4038,124237,-1429.75382900238,-2009.246528625488,59194.04852294922,60155.95323181152,6403290,3309010,3094280
26,2006,-36768,152225,-17835.6510752514,-16331.34868132602,67678.8934879601,76431.10838794708,10051137,5114320,4936817
27,2006,-25586,85229,-11457.27935427427,-10537.72011423111,35220.93365240097,42097.06792235374,5119598,2579546,2540052
28,2006,-551,41683,17.71174356341362,-45.71171380579472,16985.10602343082,19365.89370024204,2876229,1482601,1393628
29,2006,-25260,89483,-13613.40153485537,-9814.59864141047,39392.55212432146,42695.44956576824,5790300,2962870,2827430
30,2006,-9179,11932,-3328.418688803911,-4619.581411957741,4905.598627269268,5372.401248931885,940102,469780,470322
31,2006,-5252,27046,-2727.192273065448,-2254.807900369167,11172.18556213379,12069.81447649002,1761497,889468,872029
32,2006,-18887,52177,-8239.44431167841,-9546.555076599121,22738.25700932741,26974.74492120743,2432143,1198846,1233297
33,2006,-6476,19950,-3143.143154144287,-2661.85676574707,8849.105941772461,10305.89457702637,1298492,657932,640560
34,2006,12332,193380,5769.940298080444,8430.058355331421,86110.08752441406,100074.9106445313,8651974,4443545,4208429
35,2006,-9891,24696,-4177.839534640312,-4134.160828113556,11051.49999952316,12211.49975442886,1932274,978520,953754
36,2006,-25769,335256,-14497.13579235971,-9710.864633560181,151013.9848518372,170457.0195217133,19132610,9887467,9245143
37,2006,-33716,152517,-13018.4162754342,-15556.58354449272,68443.16563308239,73407.83398485184,8705407,4457189,4248218
38,2006,210,10897,1281.320345878601,-700.3205753564835,5556.490571081638,3825.509404182434,646089,321543,324546
39,2006,-32983,189688,-18139.06508946419,-13668.93367362022,86227.6943333149,92255.30424499512,11463320,5876703,5586617
40,2006,-17528,50703,-8570.262055786327,-7657.737872600555,22358.26561653614,22788.73489570618,3548597,1796475,1752122
41,2006,-20066,57261,-8532.789478242397,-8562.210371673107,24928.37406635284,29136.62417411804,3613202,1823447,1789755
42,2006,-30774,199543,-20252.97230172157,-8682.028733968735,88574.69041979313,98851.30877876282,12449990,6405053,6044937
44,2006,-4545,15600,-2326.521560668945,-1992.478388786316,6814.638488769531,8391.361053466797,1067916,552832,515084
45,2006,-21005,65175,-7553.878214716911,-10451.12167799473,27933.45826029778,32183.54041075706,4270150,2192345,2077805
46,2006,77,10941,262.05488204211,134.9451182372868,4201.27199447155,4461.727828860283,775493,389021,386472
47,2006,-17143,93676,-7770.799980759621,-8459.199226081371,41874.13996958733,44095.85854315758,5991057,3068439,2922618
48,2006,-123653,376758,-60189.53718090057,-55588.4620160237,168617.4199801683,186781.572409153,22773020,11467895,11305125
49,2006,-12015,49027,-3594.266199409962,-6704.733558773994,22224.07708704472,25092.92204380035,2457719,1224741,1232978
50,2006,-1558,9065,-527.3448326587677,-823.6551356315613,4098.318464279175,4422.68177986145,621215,315422,305793
51,2006,-29693,127365,-14664.92180414498,-15478.07829797082,57634.01558941603,59145.98185873032,7577105,3863646,3713459
53,2006,-21205,102476,-10071.81227505207,-9535.187777280807,47319.76218986511,50818.23903179169,6257305,3145396,3111909
54,2006,-2951,21132,-472.8004034385085,-628.1995935440063,8896.077383756638,9875.922544002533,1820492,927690,892802
55,2006,-11828,84821,-7764.72584451735,-4983.274187088013,37595.78592851758,40571.21279811859,5546166,2797061,2749105
56,2006,-2901,7982,-908.2857149839401,-1231.714248657227,3122.048212051392,3927.951829910278,514157,253726,260431
72,2006,0,0,0,0,0,0,0,0,0
99,2006,0,0,0,0,0,0,0,0,0
,2006,0,0,0,0,0,0,0,0,0
0,2007,0,0,0,0,0,0,0,0,0
1,2007,-37928,66581,-20060.10032075644,-17002.90051591396,28010.56649208069,34150.43246221542,4628981,2385480,2243501
2,2007,-2697,8637,-1745.743693858385,-640.2564754486084,3457.173779249191,4111.826259613037,675302,325121,350181
4,2007,-72521,102846,-33058.86168289185,-35814.14194118977,46328.50769042969,53187.49180603027,6029141,3026134,3003007
5,2007,-16757,34853,-8178.959041535854,-5863.041149199009,14455.34728872776,16345.65280175209,2821761,1438428,1383333
6,2007,-259488,611885,-119539.834223628,-127855.1606369019,265387.5038385391,325753.5117835999,36021202,18097471,17923731
7,2007,0,0,0,0,0,0,0,0,0
8,2007,-40815,96900,-20292.12569716573,-19244.87469887733,42496.99838387966,48994.00208902359,4720423,2352960,2367463
9,2007,-11553,63503,-4584.667358398438,-5225.333068847656,31366.21087646484,30448.78768920898,3517460,1807675,1709785
10,2007,5521,26216,1085.427917480469,29.57241821289063,11322.20581054688,9851.793334960938,859268,442766,416502
11,2007,-6514,14686,-2957.48583984375,-3242.51416015625,7451.693359375,6890.306640625,570681,301322,269359
12,2007,-145272,355062,-66205.3250348568,-78434.67675244808,155769.4488370419,184694.5525739193,18166990,9280080,8886910
13,2007,-66500,165371,-33421.84550527483,-32336.15419557691,72968.70520055294,79399.29289937019,9155813,4670606,4485207
15,2007,-12718,15233,-5700.412689208984,-6758.587501525879,6829.847106933594,7778.152954101563,1309731,652351,657380
16,2007,-10402,24402,-4926.589827954769,-5229.410450220108,10175.30617964268,11624.69366884232,1468669,732104,736565
17,2007,-44093,239382,-25650.90592980385,-18813.09443348646,107721.9243223667,117299.0748870373,12643955,6440022,6203933
18,2007,-31685,98274,-15628.95295166969,-14612.04551159777,44882.73479914665,47776.26512479782,6332669,3218203,3114466
19,2007,-19478,38812,-9506.977948725224,-8038.021678894758,16357.31835705042,17147.68192756176,2982644,1511124,1471520
20,2007,-16097,41700,-5872.88567340374,-6718.114123165607,17680.70774281025,19572.29172635078,2762931,1394092,1368839
21,2007,-13954,59687,-5239.270429372787,-6007.729374706745,24630.69996893406,26814.29992210865,4219239,2149096,2070143
22,2007,2997,100645,3660.392736077309,-760.3922795057297,47895.8441324234,47019.15410900116,4302665,2204072,2098593
23,2007,-6979,19016,-4067.654010772705,-2843.345830917358,8568.027492523193,9357.97200012207,1323619,676157,647462
24,2007,-29277,95271,-16543.60110092163,-13730.39864632487,41326.91770935059,47985.08520889282,5627367,2907963,2719404
25,2007,-27103,121737,-13368.5457572937,-9962.455041885376,55373.1780166626,59797.82174682617,6410084,3311185,3098899
26,2007,-6352,175724,-7927.37376666069,158.3734803199768,77024.31582427025,87172.68265342712,10036081,5106621,4929460
27,2007,-26237,94534,-12975.45840401202,-13161.54131084681,39881.61546945572,44739.38496780396,5163555,2600951,2562604
28,2007,-12047,42528,-4970.100615374744,-7161.898863703012,17886.18785786629,18938.81224060059,2904978,1496313,1408665
29,2007,-28793,99445,-13812.04576891661,-11256.954636693,44486.56949484348,48317.4317817688,5842704,2987563,2855141
30,2007,-7041,13551,-3290.076702624559,-3027.923255056143,5493.511217057705,6247.488740205765,952692,475341,477351
31,2007,-13172,26346,-5919.008363865316,-5841.991800189018,11042.56539443135,11294.43423974514,1772693,894687,878006
32,2007,-38298,47734,-17880.35777258873,-20421.64018297195,20620.4621168375,24351.53828001022,2522658,1243993,1278665
33,2007,-7593,20929,-4422.409265518188,-3439.590606689453,9266.793594360352,10643.20617675781,1308389,662773,645616
34,2007,-53895,156436,-28145.79398345947,-24021.20489501953,67434.40673828125,79249.59049987793,8661679,4448099,4213580
35,2007,-13224,27120,-4915.348035931587,-6536.651965618134,11783.15731239319,13277.84241104126,1962137,993969,968168
36,2007,-76670,304127,-35688.82818698883,-32584.1711640358,136101.3488254547,154531.6519603729,19104631,9871401,9233230
37,2007,-62708,150084,-29344.93901097775,-30075.05940294266,67717.31236165762,72490.68701505661,8917270,4563152,4354118
38,2007,-3859,9525,-1451.940162345767,-1491.059849858284,3865.744647562504,4028.255561113358,649422,322583,326839
39,2007,-34068,200547,-15065.51959747076,-14510.48106729984,93424.88095235825,94844.11820602417,11481213,5883067,5598146
40,2007,-27887,52302,-10861.35000443459,-11815.6503239572,23634.87280786037,24390.12570571899,3594090,1818693,1775397
41,2007,-28561,52213,-13589.59078907967,-12713.40872502327,23038.83715987206,27174.16252422333,3670883,1853117,1817766
42,2007,-67975,183323,-34157.18794190884,-30655.81245955825,82042.06876468658,90529.9323990345,12510809,6429312,6081497
44,2007,-6683,16156,-3289.126693725586,-2639.873512268066,7331.89453125,8386.105361938477,1063096,550134,512962
45,2007,-31199,65271,-15590.07286727428,-16623.92771437764,27869.6695830822,32421.3312921524,4357847,2237655,2120192
46,2007,-5366,10384,-1647.16944861412,-1453.830406069756,4086.187076210976,4302.812904238701,783033,392420,390613
47,2007,-41876,92107,-20293.77829873562,-18918.22156503517,38497.56801581383,43987.43197584152,6088766,3121455,2967311
48,2007,-170830,394192,-83689.78226059675,-84725.21962609887,170260.6770262122,190446.3149923086,23359580,11771243,11588337
49,2007,-26284,39138,-10946.13639995456,-13140.86456534266,17007.115858078,20456.88432502747,2525507,1257991,1267516
50,2007,-1515,8330,-665.6209914684296,-813.3789720535278,3583.599281013012,4096.40074968338,622892,316290,306602
51,2007,-62811,119261,-30699.19367319345,-27858.80662965775,54211.4515530467,55983.54880523682,7673725,3908475,3765250
53,2007,-47396,94143,-25445.47448897362,-22073.52416091412,40831.0792760849,46484.91928052902,6370753,3200695,3170058
54,2007,-8850,21447,-3835.575193718076,-4115.424664892256,8266.582492828369,8924.417520046234,1827912,930605,897307
55,2007,-25467,84466,-9859.675501435995,-6941.324150584638,37479.62678813934,41926.37418937683,5577655,2812276,2765379
56,2007,-3576,8642,-827.9867980480194,-2648.013190627098,3673.841120243073,4105.15883731842,522667,257361,265306
72,2007,0,0,0,0,0,0,0,0,0
99,2007,0,0,0,0,0,0,0,0,0
,2007,0,0,0,0,0,0,0,0,0
0,2008,0,0,0,0,0,0,0,0,0
1,2008,-1065,90118,-2775.58707216382,-4044.412373840809,39085.35390377045,41709.64677238464,4672840,2407275,2265565
2,2008,-5266,9298,-2117.803579568863,-1706.196226119995,3830.156271934509,4292.843991279602,680300,327138,353162
4,2008,-26041,129704,-16443.02519929409,-12128.97544920444,54334.54386043549,68140.45603656769,6167681,3096998,3070683
5,2008,-1611,48832,-2128.090912386775,-1871.909032821655,20932.29979586601,22430.7006175518,2848650,1451358,1397292
6,2008,-5500,749858,-12555.73587441444,-5549.262331068516,324947.8915370107,382580.1287078857,36250311,18214926,18035385
7,2008,0,0,0,0,0,0,0,0,0
8,2008,-16162,115125,-9493.620503723621,-5657.379391685128,51098.44544917345,57707.55391097069,4803868,2396433,2407435
9,2008,-9349,65049,-6779.05467414856,-3980.945005774498,29207.67669677734,31844.32476806641,3527270,1811617,1715653
10,2008,-2018,26469,-3686.749980926514,-674.2501220703125,11689.50537109375,11452.49462890625,871749,449398,422351
11,2008,161,22010,330.8070983886719,328.19287109375,10386.9541015625,10992.044921875,574404,302949,271455
12,2008,-9911,477821,-10692.11589615047,-7875.884505689144,207695.3009696007,242808.6941246986,18367842,9378587,8989255
13,2008,-23768,201853,-7896.50454647094,-7657.495122775435,91668.85625290871,95566.14714157581,9349988,4777572,4572416
15,2008,1319,26692,540.3528137207031,203.6472320556641,11886.6220703125,13756.37847900391,1315675,657185,658490
16,2008,-6040,29358,-3298.318826973438,-4447.681456208229,11308.4639288187,12737.53569400311,1505105,750127,754978
17,2008,-16733,252748,-3710.872563749552,3377.872610509396,111845.902266115,126459.1023180485,12695866,6467577,6228289
18,2008,-4517,118157,-2645.045041829348,2194.045392990112,54335.2228717804,57113.77926206589,6379599,3241454,3138145
19,2008,1482,50736,-1959.57319997251,2130.573133826256,20635.51478892565,23486.48618376255,2999212,1518023,1481189
20,2008,-10986,50451,-5127.582039043307,-4806.418346941471,21217.54930010438,22200.451608181,2783785,1405705,1378080
21,2008,-9884,66001,-5255.419286072254,-4200.580859944224,26077.49194565415,29400.5090546608,4256672,2164210,2092462
22,2008,-19876,71604,-8807.134828090668,-10023.865429461,32232.30245828629,32846.69768857956,4375581,2239125,2136456
23,2008,2496,26240,1647.003879547119,1389.995928287506,13090.67169189453,12170.32850265503,1327040,677797,649243
24,2008,-929,107574,-1135.883852243423,-264.1159830093384,49041.02871894836,53022.97048187256,5653408,2920109,2733299
25,2008,1841,129498,3503.586692810059,4371.413642883301,59218.61148834229,63223.38834381104,6431559,3321653,3109906
26,2008,26780,190276,10928.81044456363,19424.18947416544,84580.48059678078,95004.5214805603,10001284,5091035,4910249
27,2008,-6408,108220,-6836.974699422717,-1382.02467939537,47803.17473375797,50191.8252209425,5207203,2622551,2584652
28,2008,-966,40643,-1719.578900232911,-1324.421137928963,15467.86971950531,18078.13065564632,2928350,1507071,1421279
29,2008,-4969,110237,-2434.870842188597,-2741.129331052303,50909.59553188086,51805.40528285503,5887612,3007493,2880119
30,2008,-4854,15109,-2164.181649111211,-2294.818093307316,6293.950101971626,6956.049787998199,964706,480939,483767
31,2008,-3343,29944,-2755.633414268494,-1453.366626799107,11680.40164789557,13988.59835886955,1783440,900106,883334
32,2008,-10799,72036,-6285.697443515062,-5889.302194416523,29858.05888462067,36018.93808698654,2601072,1284052,1317020
33,2008,-237,22914,-424.0733680725098,679.0733222961426,10531.75626373291,11477.24398803711,1312540,664987,647553
34,2008,27319,202050,10166.2882399559,14070.71261024475,89567.32873535156,102328.6700744629,8677885,4455148,4222737
35,2008,-3472,30454,-1418.403158068657,-916.5967071056366,12844.56576633453,16184.43376731873,1990070,1007922,982148
36,2008,28732,386288,9678.981758713722,20696.01935243607,171931.5810842514,194198.4248800278,19132335,9881510,9250825
37,2008,-18883,173518,-12105.98021553457,-7868.019377231598,79495.23900306225,85092.76172065735,9118037,4677313,4440724
38,2008,-5400,9837,-3179.59575162828,-2584.40397003293,3787.649564981461,3953.350284576416,652822,324066,328756
39,2008,-1900,222370,-6637.087085604668,4399.087128162384,99710.68889260292,106586.3110628128,11500468,5890965,5609503
40,2008,-7937,61512,-3255.728704214096,-2406.271597862244,27147.15632987022,28776.84417247772,3634349,1837175,1797174
41,2008,-8447,63956,-3254.902598135173,-3942.097106695175,29175.30561554432,31753.6940164566,3722417,1879347,1843070
42,2008,4819,233073,-123.0722606182098,4839.071274340153,105962.765753746,112202.2332210541,12563937,6452087,6111850
44,2008,-800,21510,288.0435028076172,-555.043628692627,10467.05778503418,10430.94097900391,1057315,546859,510456
45,2008,-7103,81932,-4891.675486326218,-3281.325262933969,34193.8936085701,40706.10612010956,4444110,2280792,2163318
46,2008,-1884,12915,-313.4429272115231,-337.5571196675301,5032.390376657248,5028.609546780586,791623,396650,394973
47,2008,-4144,119811,-3834.51561281085,-4089.483712017536,51873.90881001949,55680.0901684761,6175727,3162280,3013447
48,2008,-80597,480973,-35255.5414468646,-45603.45885242522,213565.7108695507,233637.2805564404,23831983,12010572,11821411
49,2008,-9756,52780,-2905.800091803074,-7565.199784994125,23653.04660892487,25562.95468235016,2597746,1292672,1305074
50,2008,389,10652,-140.0318760871887,99.03189945220947,4548.536160945892,5139.463924884796,623481,316538,306943
51,2008,-12663,156891,-12229.56757187843,-3402.433073628694,68604.59015643597,74696.4102165699,7751000,3947966,3803034
53,2008,-16486,108832,-7647.459726572037,-6825.540912568569,49087.47950983047,54675.52036809921,6461587,3247800,3213787
54,2008,2109,28719,437.9952892810106,247.004723906517,12241.67623567581,12449.32351350784,1834052,932683,901369
55,2008,-2493,97143,-795.5424073040485,1106.542333096266,45213.23979520798,47644.75854969025,5610775,2827782,2782993
56,2008,-2387,9280,-1274.250087141991,-930.7499127388,3262.758538246155,4661.24124956131,534876,262776,272100
72,2008,0,0,0,0,0,0,0,0,0
99,2008,0,0,0,0,0,0,0,0,0
,2008,0,0,0,0,0,0,0,0,0
0,2009,0,0,0,0,0,0,0,0,0
1,2009,5469,79733,-146.6257261633873,3313.62557131052,34194.98823308945,40166.00905323029,4718206,2430257,2287949
2,2009,-1637,8347,-696.9554743766785,-457.0445518493652,3735.999171614647,3797.001224994659,687455,329412,358043
4,2009,-276,131118,-3627.738013267517,-124.2612798213959,56043.55019664764,67625.44936466217,6280362,3155278,3125084
5,2009,-1486,40685,-704.7889212369919,-214.2110697031021,17747.90442895889,18277.09611988068,2874554,1464220,1410334
6,2009,23032,683691,9176.901619672775,12843.09767627716,300229.4632320404,357423.544380188,36604337,18396972,18207365
7,2009,0,0,0,0,0,0,0,0,0
8,2009,-4821,107987,-3420.741756424308,-1751.25801050663,46629.13132596016,54187.87097883224,4889730,2439060,2450670
9,2009,-8580,60059,-7242.896631240845,-3988.10292339325,26552.2760925293,28283.72421264648,3545579,1820749,1724830
10,2009,-2280,16710,-1867.986602783203,-769.0132827758789,8197.617065429688,7421.383850097656,883874,455481,428393
11,2009,-3545,15843,-1833.997192382813,-1426.002685546875,7935.47119140625,7439.52880859375,580236,306265,273971
12,2009,29146,434025,4868.438636779785,19706.56011453271,188543.0619502068,225185.9428844452,18527305,9465279,9062026
13,2009,-1637,200562,-6018.284035086632,1821.28438911913,86885.98760211468,97617.01441574097,9504843,4856984,4647859
15,2009,-1548,19747,-487.6943359375,-549.3056640625,9104.615539550781,10113.38562011719,1332213,665313,666900
16,2009,-1603,25570,-1385.445602595806,462.4455771446228,10563.84421533346,12926.1555685997,1534320,764792,769528
17,2009,-793,222694,-6201.482873767614,1715.481725092977,98164.15216577053,110719.848757267,12747038,6493537,6253501
18,2009,15730,115991,2608.25467877835,10808.74452070892,50354.82033085823,57152.18065142632,6424806,3263963,3160843
19,2009,1665,44301,1591.209419295192,1314.790780067444,19343.58891680837,19533.41065073013,3016734,1525539,1491195
20,2009,490,43644,-509.0249889194965,-44.97508388757706,18559.55134916306,18961.4486746788,2808076,1415563,1392513
21,2009,3022,66106,-1080.518713876605,-572.4811998307705,26519.50176915526,28722.49827384949,4289878,2183532,2106346
22,2009,-6342,65867,-3461.644285857677,-2603.355610072613,28107.29556870461,33710.70494294167,4435586,2269630,2165956
23,2009,291,20844,-291.1548546552658,50.15499341487885,9855.565673828125,10091.43436431885,1330509,679413,651096
24,2009,9691,103827,-1207.577228546143,2824.577167272568,43244.7735824585,48088.22946166992,5684965,2935788,2749177
25,2009,530,119336,-347.4423274993896,254.442214012146,54279.83498382568,59209.16590881348,6468967,3340730,3128237
26,2009,21175,186766,5674.969571471214,18483.03091084957,81157.51101636887,91649.49080228806,9946889,5065899,4880990
27,2009,-3603,97322,-3084.813157767057,3673.813280701637,42379.49078083038,47247.5113389492,5247018,2642672,2604346
28,2009,-22,41616,-1972.848820745945,1019.848579272628,16844.64624539018,20623.35409402847,2947806,1516955,1430851
29,2009,-10559,100128,-4393.130826637149,163.1310393214226,46151.46807810664,48464.53343582153,5923916,3024837,2899079
30,2009,-766,15321,-381.810388147831,-463.1895943880081,6037.08010186255,7015.919591426849,976415,486477,489938
31,2009,-712,27285,-432.7942473515868,815.7941733896732,11087.40406495333,12959.59648871422,1796378,905814,890564
32,2009,-9459,61257,-6047.697260737419,-2696.302250862122,25832.56155729294,32437.4389462471,2653630,1310601,1343029
33,2009,-5317,21273,-2735.624556541443,-1851.37540435791,9492.919250488281,10137.08010864258,1315906,666576,649330
34,2009,14515,183658,5055.323288917542,7111.677655220032,80439.13864135742,93266.86128234863,8711090,4469901,4241189
35,2009,-3648,31492,-1437.798497080803,-2658.201877295971,14193.86027616262,14743.13930416107,2010662,1018578,992084
36,2009,-30163,308612,-14599.62718786299,-11004.3740568161,137824.0564899445,155700.939201355,19212436,9918841,9293595
37,2009,-7951,160905,-6583.719611138105,-2726.280616082251,72761.32326674461,79226.67459154129,9309449,4771376,4538073
38,2009,-11339,9316,-1360.326786160469,-973.6732483506203,4252.199695467949,3725.800074100494,657569,326131,331438
39,2009,19143,217883,2853.264685034752,12239.73578679562,97815.1246483326,104987.8758630753,11515391,5896594,5618797
40,2009,-14517,53046,-5492.718274727464,-6753.282090485096,23819.1801738441,25141.8181989193,3668976,1854771,1814205
41,2009,-1200,61209,-2682.360141515732,1948.360173940659,26265.56854152679,32055.43265724182,3768748,1903535,1865213
42,2009,-3305,196752,-5380.074913680553,1081.074742496014,91562.31754350662,93998.68401384354,12612285,6473295,6138990
44,2009,2543,18085,1142.405787944794,845.594482421875,8271.995819091797,8847.004058837891,1055003,545412,509591
45,2009,-197,71681,-1576.983289957047,61.983553647995,30378.40661478043,36736.59312200546,4528996,2325047,2203949
46,2009,710,14206,384.2488197684288,252.7512499690056,6141.802787691355,5947.197036623955,799124,400236,398888
47,2009,-29946,92637,-13109.80690321326,-13682.1929295063,40925.1867313683,44904.81277966499,6247411,3203115,3044296
48,2009,-103091,417847,-48009.0460690707,-55024.95487713814,178104.5482681394,203402.4520683289,24309039,12249936,12059103
49,2009,449,58625,-835.1818385124207,1063.182030677795,26021.04040241241,29557.9612569809,2663029,1325631,1337398
50,2009,-900,10259,-663.888364315033,-568.1115713119507,4342.164836883545,4917.835475921631,624151,316722,307429
51,2009,12585,149868,1889.040741637349,7482.95946085453,66029.45933490992,71424.5400891304,7833496,3988983,3844513
53,2009,-3563,106795,-1426.298132069409,-2454.701377868652,49615.62506055832,51404.37540245056,6562231,3293162,3269069
54,2009,-303,21377,-651.9660457521677,446.9661002159119,8565.982254385948,10327.01747655869,1840310,934911,905399
55,2009,-208,84263,-1553.866921812296,3459.866688489914,37598.82128810883,41611.17889308929,5640996,2842268,2798728
56,2009,-1820,10324,-566.4775735735893,-810.5224857330322,4115.031187206507,5195.968852758408,546043,267982,278061
72,2009,0,0,0,0,0,0,0,0,0
99,2009,0,0,0,0,0,0,0,0,0
,2009,0,0,0,0,0,0,0,0,0
0,2010,0,0,0,0,0,0,0,0,0
1,2010,8800,72035,3333.146304666996,4491.85342913866,32067.27368426323,36128.72646188736,4757938,2448159,2309779
2,2010,-1422,10786,-642.78890645504,34.78885686397552,4889.073384523392,4950.926088094711,698895,337002,361893
4,2010,44690,159527,13908.53613615036,28504.46564292908,67482.81966781616,85527.18916130066,6343154,3189908,3153246
5,2010,3062,46916,1433.874503076077,1480.125564455986,19851.00017297268,20019.99987614155,2896843,1475013,1421830
6,2010,146061,729045,44546.00638976693,90641.99215877056,308912.2780694366,384251.7181952,36961229,18583075,18378154
7,2010,0,0,0,0,0,0,0,0,0
8,2010,7871,108052,1221.357679724693,7532.642261683941,46516.04110512137,56617.96085000038,4972195,2480710,2491485
9,2010,14026,63290,5787.010402679443,7874.98949432373,29273.64456176758,31385.35662841797,3561807,1828779,1733028
10,2010,-3393,17013,-907.8167343139648,-462.1833534240723,8376.734191894531,7979.2666015625,891730,459795,431935
11,2010,-5826,13802,-2951.7900390625,-2434.210205078125,6836.56884765625,6630.43115234375,592228,311828,280400
12,2010,36273,401735,5674.463207960129,30000.53780162334,174168.8551945686,213248.1448352337,18652644,9534289,9118355
13,2010,25252,203799,5287.586517035961,14845.41404485703,88843.83095836639,99885.16938328743,9620846,4917756,4703090
15,2010,1867,21398,524.1508331298828,1453.849334716797,9380.777770996094,10824.22274780273,1346717,673075,673642
16,2010,4574,28049,800.9988399296999,3224.001049757004,11680.39978963137,13791.60050809383,1554439,775398,779041
17,2010,43691,235684,19623.61612854898,29260.38133189082,104749.063967824,119860.9281380177,12796778,6520723,6276055
18,2010,25549,110999,9614.418361797929,12613.580504179,48820.35923433304,53212.64080572128,6459325,3281477,3177848
19,2010,-4399,39719,-2958.064298465848,-2844.935955747962,16285.94455838203,18142.05564308167,3032870,1532739,1500131
20,2010,963,40720,-713.9211760237813,912.9210847020149,16854.46970197558,18956.53025460243,2832704,1428139,1404565
21,2010,374,60732,-1415.437830706127,-967.5621848106384,24339.45419898629,27761.54514479637,4317074,2193136,2123938
22,2010,-3322,65995,-3306.80633944273,-1635.193490982056,28060.72245001793,32484.27740955353,4491648,2295199,2196449
23,2010,1863,19759,-94.27477777004242,1389.274728298187,8879.930534362793,9840.069282531738,1329590,678694,650896
24,2010,2899,98657,-76.07222890853882,4640.072790145874,43853.29258728027,49286.70869445801,5730388,2960001,2770387
25,2010,7917,116983,-932.2187931537628,8499.218541145325,52929.5796661377,59221.42153930664,6517613,3365859,3151754
26,2010,38131,174886,12530.13510400057,19891.86452832818,77144.99567377567,84952.00534200668,9901591,5044338,4857253
27,2010,-1995,87019,-930.7979323714972,899.7979834079742,36607.42885780334,41730.56942033768,5281203,2659958,2621245
28,2010,2172,42631,-150.1328226327896,623.1329599544406,17858.59239721298,20143.40714716911,2958774,1522000,1436774
29,2010,22135,112229,4813.260674998164,12892.73946881294,47464.06501239538,54432.93552446365,5961088,3042021,2919067
30,2010,3860,15734,1089.344398893416,2704.655546754599,6096.371328651905,7950.628695964813,983982,490122,493860
31,2010,-289,28531,-1664.566177986562,-1864.433817446232,11546.78207629919,11541.21810793877,1812683,913619,899064
32,2010,7634,63533,390.9116866886616,5268.088898658752,26763.38831961155,33113.60918188095,2684665,1327618,1357047
33,2010,5267,22373,1828.536900520325,2585.463115692139,10479.17947387695,11093.82041931152,1316102,666875,649227
34,2010,24854,168431,7058.914905548096,16709.08462142944,72382.23132324219,86318.76843261719,8755602,4493506,4262096
35,2010,2525,27702,29.54308819770813,2030.457174491137,11156.57128310204,14530.4293422699,2036802,1031238,1005564
36,2010,20086,317524,7552.730916827917,15633.27033793926,143279.6132464409,160217.3838715553,19307066,9966620,9340446
37,2010,25045,168428,5606.307376205921,18447.69279050827,75347.68608364463,85422.31586456299,9449566,4846501,4603065
38,2010,-362,8858,-473.7118317857385,-562.2880900502205,2928.982034534216,3363.018131732941,664968,329674,335294
39,2010,24571,203900,4803.843114495277,17440.15755152702,90842.72599887848,101632.275475502,11528896,5902018,5626878
40,2010,13084,66239,4027.690145760775,7509.309740811586,27951.5363304615,32499.4642469883,3717572,1878034,1839538
41,2010,13571,70595,3099.138778626919,10853.86207008362,30155.23074388504,38086.76945066452,3808600,1923209,1885391
42,2010,29497,207479,12318.83545708656,20109.1658411026,93727.43449306488,103671.5669412613,12666858,6497024,6169834
44,2010,5372,18415,2659.835258483887,2645.16471862793,8560.768402099609,9399.232055664063,1053646,544764,508882
45,2010,8168,79729,-1064.689476333559,5402.689390897751,33352.97957992554,40663.01977992058,4589872,2357030,2232842
46,2010,223,12072,542.8545512259007,860.1454700231552,4938.07925504446,5150.921028137207,807067,403198,403869
47,2010,18244,109563,4923.11474275589,9234.88592004776,48271.74586009979,53633.25375962257,6306019,3231769,3074250
48,2010,-23920,427208,-13389.88986691833,-6697.111100673676,185175.1065396965,214550.8916420937,24801761,12500150,12301611
49,2010,13539,62866,3160.851528167725,8604.148087441921,26145.99966692925,33807.9990530014,2723421,1355509,1367912
50,2010,-360,10633,-700.0225257873535,248.022599697113,5024.804155349731,5263.195855140686,624817,317128,307689
51,2010,-7310,139050,-5794.040047071408,-1339.960407733917,62906.75275206566,67578.24811077118,7925937,4037895,3888042
53,2010,17689,114405,4880.229383587837,14242.77050685883,50328.05665445328,60084.94378948212,6667426,3343920,3323506
54,2010,-1634,19908,-383.1659338772297,-769.8339291214943,8143.530855387449,9185.469256401062,1847775,937434,910341
55,2010,29317,97990,8938.306842237711,17370.69313037395,41754.53132748604,50097.47062730789,5669264,2856103,2813161
56,2010,1324,9783,39.40328258275986,1104.596827030182,3614.761992454529,5175.238101959229,559851,274046,285805
72,2010,0,0,0,0,0,0,0,0,0
99,2010,0,0,0,0,0,0,0,0,0
,2010,0,0,0,0,0,0,0,0,0
0,2011,0,0,0,0,0,0,0,0,0
1,2011,-2809,58733,-473.2414947301149,-340.758957028389,26236.27908062935,29311.72000002861,4785514,2462501,2323013
2,2011,-418,7924,-100.9772910475731,-236.0227465629578,3643.241502940655,3553.758243560791,713982,342348,371634
